	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
354281	Switzerland/BL-ETHZ-300323/2020	EPI_ISL_603355	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354282	Switzerland/BL-ETHZ-300403/2020	EPI_ISL_603368	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354283	Switzerland/BL-ETHZ-300468/2020	EPI_ISL_603415	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354284	Switzerland/BL-ETHZ-310381/2020	EPI_ISL_603455	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354285	Switzerland/BL-ETHZ-310382/2020	EPI_ISL_603456	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354286	Switzerland/BL-ETHZ-310383/2020	EPI_ISL_603457	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354287	Switzerland/BL-ETHZ-310385/2020	EPI_ISL_603459	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354288	Switzerland/BL-ETHZ-310386/2020	EPI_ISL_603460	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354289	Switzerland/BL-ETHZ-310387/2020	EPI_ISL_603461	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354290	Switzerland/BL-ETHZ-310388/2020	EPI_ISL_603462	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354291	Switzerland/BL-ETHZ-310477/2020	EPI_ISL_603547	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354292	Switzerland/BL-ETHZ-310479/2020	EPI_ISL_603549	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354293	Switzerland/BL-ETHZ-310480/2020	EPI_ISL_603550	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354294	Switzerland/BL-ETHZ-310482/2020	EPI_ISL_603552	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354295	Switzerland/BL-ETHZ-310483/2020	EPI_ISL_603553	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354296	Switzerland/BL-ETHZ-310499/2020	EPI_ISL_603567	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354297	Switzerland/BL-ETHZ-310501/2020	EPI_ISL_603569	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354298	Switzerland/BL-ETHZ-321409/2020	EPI_ISL_603650	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354299	Switzerland/BL-ETHZ-321412/2020	EPI_ISL_603652	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354300	Switzerland/BL-ETHZ-321414/2020	EPI_ISL_603654	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354301	Switzerland/BL-ETHZ-321416/2020	EPI_ISL_603655	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354302	Switzerland/BL-ETHZ-321418/2020	EPI_ISL_603657	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354303	Switzerland/BL-ETHZ-321461/2020	EPI_ISL_603676	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354304	Switzerland/BL-ETHZ-321501/2020	EPI_ISL_603712	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354305	Switzerland/BL-ETHZ-330057/2020	EPI_ISL_614895	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354306	Switzerland/BL-ETHZ-330061/2020	EPI_ISL_614896	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354307	Switzerland/BL-ETHZ-330063/2020	EPI_ISL_614897	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354308	Switzerland/BL-ETHZ-330064/2020	EPI_ISL_614898	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354309	Switzerland/BL-ETHZ-340086/2020	EPI_ISL_721773	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354310	Switzerland/BL-ETHZ-340136/2020	EPI_ISL_721688	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354311	Switzerland/BL-ETHZ-340140/2020	EPI_ISL_721774	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354312	Switzerland/BL-ETHZ-340145/2020	EPI_ISL_721775	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354313	Switzerland/BL-ETHZ-340147/2020	EPI_ISL_721776	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354314	Switzerland/BL-ETHZ-340150/2020	EPI_ISL_721777	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354315	Switzerland/BL-ETHZ-350001/2020	EPI_ISL_693776	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354316	Switzerland/BL-ETHZ-350002/2020	EPI_ISL_693777	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354317	Switzerland/BL-ETHZ-350008/2020	EPI_ISL_693782	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354318	Switzerland/BL-ETHZ-350009/2020	EPI_ISL_693783	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354319	Switzerland/BL-ETHZ-350010/2020	EPI_ISL_693784	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354320	Switzerland/BL-ETHZ-350011/2020	EPI_ISL_693785	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354321	Switzerland/BL-ETHZ-350013/2020	EPI_ISL_693787	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354322	Switzerland/BL-ETHZ-350014/2020	EPI_ISL_693788	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354323	Switzerland/BL-ETHZ-350019/2020	EPI_ISL_693793	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354324	Switzerland/BL-ETHZ-350293/2020	EPI_ISL_729190	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354325	Switzerland/BL-ETHZ-350296/2020	EPI_ISL_728847	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354326	Switzerland/BL-ETHZ-350326/2020	EPI_ISL_728844	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354327	Switzerland/BL-ETHZ-350333/2020	EPI_ISL_728935	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354328	Switzerland/BL-ETHZ-350334/2020	EPI_ISL_728971	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354329	Switzerland/BL-ETHZ-350342/2020	EPI_ISL_729197	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354330	Switzerland/BL-ETHZ-350348/2020	EPI_ISL_728821	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354331	Switzerland/BL-ETHZ-350355/2020	EPI_ISL_729200	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354332	Switzerland/BL-ETHZ-350423/2020	EPI_ISL_728852	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354333	Switzerland/BL-ETHZ-360001/2020	EPI_ISL_693861	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354334	Switzerland/BL-ETHZ-360003/2020	EPI_ISL_693863	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354335	Switzerland/BL-ETHZ-360004/2020	EPI_ISL_693864	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354336	Switzerland/BL-ETHZ-360005/2020	EPI_ISL_693865	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354337	Switzerland/BL-ETHZ-360006/2020	EPI_ISL_693866	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354338	Switzerland/BL-ETHZ-360008/2020	EPI_ISL_693868	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354339	Switzerland/BL-ETHZ-360009/2020	EPI_ISL_693869	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354340	Switzerland/BL-ETHZ-360012/2020	EPI_ISL_693871	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354341	Switzerland/BL-ETHZ-360135/2020	EPI_ISL_693914	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354342	Switzerland/BL-ETHZ-360138/2020	EPI_ISL_693917	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354343	Switzerland/BL-ETHZ-360148/2020	EPI_ISL_693920	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354344	Switzerland/BL-ETHZ-360149/2020	EPI_ISL_693921	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354345	Switzerland/BL-ETHZ-360150/2020	EPI_ISL_693922	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354346	Switzerland/BL-ETHZ-360151/2020	EPI_ISL_693923	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354347	Switzerland/BL-ETHZ-360152/2020	EPI_ISL_693924	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354348	Switzerland/BL-ETHZ-360153/2020	EPI_ISL_693925	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354349	Switzerland/BL-ETHZ-360154/2020	EPI_ISL_693926	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354350	Switzerland/BL-ETHZ-360155/2020	EPI_ISL_693927	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354351	Switzerland/BL-ETHZ-360156/2020	EPI_ISL_693928	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354352	Switzerland/BL-ETHZ-360161/2020	EPI_ISL_693932	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354353	Switzerland/BL-ETHZ-360228/2020	EPI_ISL_729246	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354354	Switzerland/BL-ETHZ-360229/2020	EPI_ISL_728782	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354355	Switzerland/BL-ETHZ-360230/2020	EPI_ISL_728800	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354356	Switzerland/BL-ETHZ-360231/2020	EPI_ISL_728868	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354357	Switzerland/BL-ETHZ-360234/2020	EPI_ISL_728884	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354358	Switzerland/BL-ETHZ-360248/2020	EPI_ISL_728950	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354359	Switzerland/BL-ETHZ-360249/2020	EPI_ISL_729055	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354360	Switzerland/BL-ETHZ-360252/2020	EPI_ISL_728824	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354361	Switzerland/BL-ETHZ-360254/2020	EPI_ISL_728993	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354362	Switzerland/BL-ETHZ-360265/2020	EPI_ISL_729236	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354363	Switzerland/BL-ETHZ-360266/2020	EPI_ISL_729235	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354364	Switzerland/BL-ETHZ-360267/2020	EPI_ISL_729234	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354365	Switzerland/BL-ETHZ-360268/2020	EPI_ISL_728820	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354366	Switzerland/BL-ETHZ-360269/2020	EPI_ISL_729051	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354367	Switzerland/BL-ETHZ-360271/2020	EPI_ISL_728817	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354368	Switzerland/BL-ETHZ-360272/2020	EPI_ISL_728865	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354369	Switzerland/BL-ETHZ-360273/2020	EPI_ISL_729233	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354370	Switzerland/BL-ETHZ-360274/2020	EPI_ISL_729232	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354371	Switzerland/BL-ETHZ-360275/2020	EPI_ISL_729231	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354372	Switzerland/BL-ETHZ-360277/2020	EPI_ISL_729230	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354373	Switzerland/BL-ETHZ-360278/2020	EPI_ISL_729229	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354374	Switzerland/BL-ETHZ-360280/2020	EPI_ISL_729228	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354375	Switzerland/BL-ETHZ-360281/2020	EPI_ISL_729227	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354376	Switzerland/BL-ETHZ-370223/2020	EPI_ISL_728968	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
354377	Switzerland/BL-ETHZ-370465/2020	EPI_ISL_693964	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354378	Switzerland/BL-ETHZ-380267/2020	EPI_ISL_721778	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354379	Switzerland/BL-ETHZ-380268/2020	EPI_ISL_721779	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354380	Switzerland/BL-ETHZ-380269/2020	EPI_ISL_721780	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354381	Switzerland/BL-ETHZ-380270/2020	EPI_ISL_721691	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354382	Switzerland/BL-ETHZ-380272/2020	EPI_ISL_721781	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354383	Switzerland/BL-ETHZ-380273/2020	EPI_ISL_721782	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354384	Switzerland/BL-ETHZ-380275/2020	EPI_ISL_721783	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354385	Switzerland/BL-ETHZ-380276/2020	EPI_ISL_721784	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354386	Switzerland/BL-ETHZ-380277/2020	EPI_ISL_721785	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354387	Switzerland/BL-ETHZ-380278/2020	EPI_ISL_721786	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354388	Switzerland/BL-ETHZ-380283/2020	EPI_ISL_721787	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354389	Switzerland/BL-ETHZ-380342/2020	EPI_ISL_721788	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354390	Switzerland/BL-ETHZ-380343/2020	EPI_ISL_721789	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354391	Switzerland/BL-ETHZ-380344/2020	EPI_ISL_721790	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354392	Switzerland/BL-ETHZ-380348/2020	EPI_ISL_721791	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354393	Switzerland/BL-ETHZ-380349/2020	EPI_ISL_721792	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354394	Switzerland/BL-ETHZ-380352/2020	EPI_ISL_721793	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354395	Switzerland/BL-ETHZ-380353/2020	EPI_ISL_721794	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
