	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
357840	Switzerland/SH-ETHZ-420123/2020	EPI_ISL_768152	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357841	Switzerland/SH-ETHZ-420131/2020	EPI_ISL_768164	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357842	Switzerland/SH-ETHZ-420382/2020	EPI_ISL_768163	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357843	Switzerland/SH-ETHZ-420481/2020	EPI_ISL_768161	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357844	Switzerland/SH-ETHZ-420586/2020	EPI_ISL_768156	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357845	Switzerland/SH-ETHZ-420588/2020	EPI_ISL_768155	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357846	Switzerland/SH-ETHZ-420704/2020	EPI_ISL_768153	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357847	Switzerland/SH-ETHZ-420714/2020	EPI_ISL_768151	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357848	Switzerland/SH-ETHZ-420734/2020	EPI_ISL_768158	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357849	Switzerland/SH-ETHZ-420737/2020	EPI_ISL_768159	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357850	Switzerland/SH-ETHZ-430002/2020	EPI_ISL_796275	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357851	Switzerland/SH-ETHZ-430033/2020	EPI_ISL_796311	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357852	Switzerland/SH-ETHZ-430036/2020	EPI_ISL_796266	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357853	Switzerland/SH-ETHZ-430062/2020	EPI_ISL_796282	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357854	Switzerland/SH-ETHZ-430102/2020	EPI_ISL_796249	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357855	Switzerland/SH-ETHZ-430142/2020	EPI_ISL_796202	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357856	Switzerland/SH-ETHZ-430147/2020	EPI_ISL_796208	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357857	Switzerland/SH-ETHZ-430148/2020	EPI_ISL_796192	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357858	Switzerland/SH-ETHZ-430154/2020	EPI_ISL_796273	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357859	Switzerland/SH-ETHZ-430157/2020	EPI_ISL_796298	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357860	Switzerland/SH-ETHZ-430200/2020	EPI_ISL_796188	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357861	Switzerland/SH-ETHZ-430278/2020	EPI_ISL_796467	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357862	Switzerland/SH-ETHZ-430290/2020	EPI_ISL_796190	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357863	Switzerland/SH-ETHZ-430314/2020	EPI_ISL_796474	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357864	Switzerland/SH-ETHZ-430316/2020	EPI_ISL_796466	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357865	Switzerland/SH-ETHZ-430318/2020	EPI_ISL_796472	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357866	Switzerland/SH-ETHZ-430333/2020	EPI_ISL_796468	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357867	Switzerland/SH-ETHZ-430392/2020	EPI_ISL_796469	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357868	Switzerland/SH-ETHZ-430412/2020	EPI_ISL_796312	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357869	Switzerland/SH-ETHZ-430444/2020	EPI_ISL_796475	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357870	Switzerland/SH-ETHZ-430445/2020	EPI_ISL_796473	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357871	Switzerland/SH-ETHZ-430506/2020	EPI_ISL_796322	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357872	Switzerland/SH-ETHZ-430507/2020	EPI_ISL_796470	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357873	Switzerland/SH-ETHZ-430512/2020	EPI_ISL_796228	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357874	Switzerland/SH-ETHZ-430707/2020	EPI_ISL_796195	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357875	Switzerland/SH-ETHZ-430714/2020	EPI_ISL_796471	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357876	Switzerland/SH-ETHZ-430801/2020	EPI_ISL_796281	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357877	Switzerland/SH-ETHZ-430808/2020	EPI_ISL_899614	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357878	Switzerland/SH-ETHZ-430810/2020	EPI_ISL_899615	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357879	Switzerland/SH-ETHZ-430811/2020	EPI_ISL_899616	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357880	Switzerland/SH-ETHZ-430817/2020	EPI_ISL_899617	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357881	Switzerland/SH-ETHZ-430829/2020	EPI_ISL_899130	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357882	Switzerland/SH-ETHZ-430830/2020	EPI_ISL_899618	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357883	Switzerland/SH-ETHZ-430831/2020	EPI_ISL_899619	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357884	Switzerland/SH-ETHZ-430887/2020	EPI_ISL_899620	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357885	Switzerland/SH-ETHZ-430907/2020	EPI_ISL_899621	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357886	Switzerland/SH-ETHZ-430935/2020	EPI_ISL_899622	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357887	Switzerland/SH-ETHZ-430985/2020	EPI_ISL_899109	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357888	Switzerland/SH-ETHZ-431008/2020	EPI_ISL_899623	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357889	Switzerland/SH-ETHZ-431020/2020	EPI_ISL_899624	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357890	Switzerland/SH-ETHZ-431025/2020	EPI_ISL_899625	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357891	Switzerland/SH-ETHZ-431027/2020	EPI_ISL_899626	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357892	Switzerland/SH-ETHZ-431034/2020	EPI_ISL_899627	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357893	Switzerland/SH-ETHZ-431069/2020	EPI_ISL_899628	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357894	Switzerland/SH-ETHZ-431071/2020	EPI_ISL_899629	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357895	Switzerland/SH-ETHZ-431077/2020	EPI_ISL_899170	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357896	Switzerland/SH-ETHZ-431081/2020	EPI_ISL_899630	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357897	Switzerland/SH-ETHZ-440009/2021	EPI_ISL_899631	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357898	Switzerland/SH-ETHZ-440036/2021	EPI_ISL_899632	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357899	Switzerland/SH-ETHZ-440037/2021	EPI_ISL_899633	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357900	Switzerland/SH-ETHZ-440122/2021	EPI_ISL_899634	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357901	Switzerland/SH-ETHZ-440131/2021	EPI_ISL_899635	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357902	Switzerland/SH-ETHZ-440134/2021	EPI_ISL_899636	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357903	Switzerland/SH-ETHZ-440144/2021	EPI_ISL_899637	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357904	Switzerland/SH-ETHZ-440145/2021	EPI_ISL_899638	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357905	Switzerland/SH-ETHZ-440146/2021	EPI_ISL_899639	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357906	Switzerland/SH-ETHZ-450262/2021	EPI_ISL_899640	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357907	Switzerland/SH-ETHZ-450272/2021	EPI_ISL_898996	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357908	Switzerland/SH-ETHZ-451348/2021	EPI_ISL_899641	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357909	Switzerland/SH-ETHZ-451351/2021	EPI_ISL_899642	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357910	Switzerland/SH-ETHZ-451399/2021	EPI_ISL_899643	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357911	Switzerland/SH-ETHZ-451400/2021	EPI_ISL_899644	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357912	Switzerland/SH-ETHZ-451454/2021	EPI_ISL_899075	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357913	Switzerland/SH-ETHZ-451463/2021	EPI_ISL_899043	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357914	Switzerland/SH-ETHZ-451465/2021	EPI_ISL_899645	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357915	Switzerland/SH-ETHZ-451492/2021	EPI_ISL_899646	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357916	Switzerland/SH-SNRCI-2552/2020	EPI_ISL_857533	Swiss National Reference Centre for Influenza	Swiss National Reference Centre for Influenza	Tim Roloff et al
357917	Switzerland/SH-SNRCI-3323/2020	EPI_ISL_857535	Swiss National Reference Centre for Influenza	Swiss National Reference Centre for Influenza	Tim Roloff et al
357918	Switzerland/SH-UHB-42515457/2020	EPI_ISL_931421	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
357921	Switzerland/SO-42331428/2020	EPI_ISL_581908	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Madlen Stange et al
357922	Switzerland/SO-42333696/2020	EPI_ISL_581892	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Madlen Stange et al
357923	Switzerland/SO-42448623/2020	EPI_ISL_831009	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
357924	Switzerland/SO-42477032/2020	EPI_ISL_831012	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
357925	Switzerland/SO-42482489/2020	EPI_ISL_831013	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
357926	Switzerland/SO-42487007/2020	EPI_ISL_831014	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
357927	Switzerland/SO-42487067/2020	EPI_ISL_831010	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
357928	Switzerland/SO-65262520/2020	EPI_ISL_831011	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
357931	Switzerland/SO-ETHZ-140008/2020	EPI_ISL_476084	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357932	Switzerland/SO-ETHZ-140009/2020	EPI_ISL_476085	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357935	Switzerland/SO-ETHZ-190081/2020	EPI_ISL_500937	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357936	Switzerland/SO-ETHZ-210065/2020	EPI_ISL_510797	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357937	Switzerland/SO-ETHZ-210070/2020	EPI_ISL_510800	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357938	Switzerland/SO-ETHZ-240073/2020	EPI_ISL_523911	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357939	Switzerland/SO-ETHZ-250139/2020	EPI_ISL_535644	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357940	Switzerland/SO-ETHZ-260188/2020	EPI_ISL_539477	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357941	Switzerland/SO-ETHZ-260190/2020	EPI_ISL_539478	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357942	Switzerland/SO-ETHZ-280083/2020	EPI_ISL_560418	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357943	Switzerland/SO-ETHZ-300258/2020	EPI_ISL_603290	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357944	Switzerland/SO-ETHZ-300412/2020	EPI_ISL_603374	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357945	Switzerland/SO-ETHZ-320193/2020	EPI_ISL_737784	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357946	Switzerland/SO-ETHZ-321496/2020	EPI_ISL_603708	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357947	Switzerland/SO-ETHZ-321525/2020	EPI_ISL_603734	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357948	Switzerland/SO-ETHZ-321529/2020	EPI_ISL_603738	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357949	Switzerland/SO-ETHZ-321530/2020	EPI_ISL_603739	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357950	Switzerland/SO-ETHZ-330511/2020	EPI_ISL_614942	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357951	Switzerland/SO-ETHZ-331068/2020	EPI_ISL_614943	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357952	Switzerland/SO-ETHZ-340083/2020	EPI_ISL_721867	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357953	Switzerland/SO-ETHZ-340102/2020	EPI_ISL_721868	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357954	Switzerland/SO-ETHZ-350094/2020	EPI_ISL_693794	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357955	Switzerland/SO-ETHZ-350101/2020	EPI_ISL_693801	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357956	Switzerland/SO-ETHZ-350103/2020	EPI_ISL_693803	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357957	Switzerland/SO-ETHZ-350107/2020	EPI_ISL_693807	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357958	Switzerland/SO-ETHZ-350109/2020	EPI_ISL_693809	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357959	Switzerland/SO-ETHZ-350181/2020	EPI_ISL_693831	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357960	Switzerland/SO-ETHZ-350185/2020	EPI_ISL_693834	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357961	Switzerland/SO-ETHZ-350367/2020	EPI_ISL_728851	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357962	Switzerland/SO-ETHZ-360015/2020	EPI_ISL_693874	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357963	Switzerland/SO-ETHZ-360158/2020	EPI_ISL_693929	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357964	Switzerland/SO-ETHZ-360159/2020	EPI_ISL_693930	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357965	Switzerland/SO-ETHZ-360160/2020	EPI_ISL_693931	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357966	Switzerland/SO-ETHZ-360165/2020	EPI_ISL_693933	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357967	Switzerland/SO-ETHZ-360166/2020	EPI_ISL_693934	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357968	Switzerland/SO-ETHZ-360167/2020	EPI_ISL_693935	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357969	Switzerland/SO-ETHZ-360168/2020	EPI_ISL_693936	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357970	Switzerland/SO-ETHZ-360169/2020	EPI_ISL_693937	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357971	Switzerland/SO-ETHZ-360170/2020	EPI_ISL_693938	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357972	Switzerland/SO-ETHZ-360206/2020	EPI_ISL_728831	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357973	Switzerland/SO-ETHZ-360208/2020	EPI_ISL_728802	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357974	Switzerland/SO-ETHZ-360209/2020	EPI_ISL_729255	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357975	Switzerland/SO-ETHZ-360210/2020	EPI_ISL_729254	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357976	Switzerland/SO-ETHZ-360212/2020	EPI_ISL_729253	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357977	Switzerland/SO-ETHZ-360213/2020	EPI_ISL_729252	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357978	Switzerland/SO-ETHZ-360216/2020	EPI_ISL_729250	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357979	Switzerland/SO-ETHZ-360217/2020	EPI_ISL_729249	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357980	Switzerland/SO-ETHZ-360220/2020	EPI_ISL_728833	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357981	Switzerland/SO-ETHZ-360222/2020	EPI_ISL_729248	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357982	Switzerland/SO-ETHZ-360303/2020	EPI_ISL_729221	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
357983	Switzerland/SO-ETHZ-380237/2020	EPI_ISL_721869	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357984	Switzerland/SO-ETHZ-380239/2020	EPI_ISL_721870	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357985	Switzerland/SO-ETHZ-380241/2020	EPI_ISL_721871	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357986	Switzerland/SO-ETHZ-380243/2020	EPI_ISL_721872	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357987	Switzerland/SO-ETHZ-380244/2020	EPI_ISL_721873	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357988	Switzerland/SO-ETHZ-380245/2020	EPI_ISL_721874	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357989	Switzerland/SO-ETHZ-380279/2020	EPI_ISL_721875	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357990	Switzerland/SO-ETHZ-380285/2020	EPI_ISL_721876	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357991	Switzerland/SO-ETHZ-380286/2020	EPI_ISL_721877	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357992	Switzerland/SO-ETHZ-380288/2020	EPI_ISL_721681	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357993	Switzerland/SO-ETHZ-380289/2020	EPI_ISL_721878	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357994	Switzerland/SO-ETHZ-380290/2020	EPI_ISL_721879	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357995	Switzerland/SO-ETHZ-380295/2020	EPI_ISL_721880	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357996	Switzerland/SO-ETHZ-380297/2020	EPI_ISL_721881	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357997	Switzerland/SO-ETHZ-380298/2020	EPI_ISL_721882	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357998	Switzerland/SO-ETHZ-380301/2020	EPI_ISL_721883	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
357999	Switzerland/SO-ETHZ-380336/2020	EPI_ISL_721884	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358000	Switzerland/SO-ETHZ-380340/2020	EPI_ISL_721885	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358001	Switzerland/SO-ETHZ-380351/2020	EPI_ISL_721886	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358002	Switzerland/SO-ETHZ-380356/2020	EPI_ISL_721887	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358003	Switzerland/SO-ETHZ-390093/2020	EPI_ISL_728909	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358004	Switzerland/SO-ETHZ-390095/2020	EPI_ISL_728923	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358005	Switzerland/SO-ETHZ-390097/2020	EPI_ISL_728977	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358006	Switzerland/SO-ETHZ-390099/2020	EPI_ISL_728906	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358007	Switzerland/SO-ETHZ-390102/2020	EPI_ISL_729015	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358008	Switzerland/SO-ETHZ-390103/2020	EPI_ISL_729045	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358009	Switzerland/SO-ETHZ-390105/2020	EPI_ISL_728766	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358010	Switzerland/SO-ETHZ-390106/2020	EPI_ISL_728767	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358011	Switzerland/SO-ETHZ-390107/2020	EPI_ISL_728897	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358012	Switzerland/SO-ETHZ-390111/2020	EPI_ISL_729021	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358013	Switzerland/SO-ETHZ-390123/2020	EPI_ISL_728932	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358014	Switzerland/SO-ETHZ-390128/2020	EPI_ISL_729040	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358015	Switzerland/SO-ETHZ-390129/2020	EPI_ISL_729035	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358016	Switzerland/SO-ETHZ-390131/2020	EPI_ISL_728924	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358017	Switzerland/SO-ETHZ-390174/2020	EPI_ISL_728765	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358018	Switzerland/SO-ETHZ-390176/2020	EPI_ISL_728922	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358019	Switzerland/SO-ETHZ-390177/2020	EPI_ISL_728914	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358020	Switzerland/SO-ETHZ-390178/2020	EPI_ISL_728900	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358021	Switzerland/SO-ETHZ-390179/2020	EPI_ISL_728939	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358022	Switzerland/SO-ETHZ-390181/2020	EPI_ISL_728892	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358023	Switzerland/SO-ETHZ-390189/2020	EPI_ISL_728768	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358024	Switzerland/SO-ETHZ-390190/2020	EPI_ISL_728955	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358025	Switzerland/SO-ETHZ-390191/2020	EPI_ISL_728948	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358026	Switzerland/SO-ETHZ-390195/2020	EPI_ISL_728794	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358027	Switzerland/SO-ETHZ-390198/2020	EPI_ISL_728961	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
