	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
291463	Netherlands/ZH-EMC-613/2020	EPI_ISL_578041	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291464	Netherlands/ZH-EMC-614/2020	EPI_ISL_578042	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291465	Netherlands/ZH-EMC-615/2020	EPI_ISL_578043	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291466	Netherlands/ZH-EMC-616/2020	EPI_ISL_578044	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291467	Netherlands/ZH-EMC-617/2020	EPI_ISL_578045	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291468	Netherlands/ZH-EMC-618/2020	EPI_ISL_578046	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291469	Netherlands/ZH-EMC-619/2020	EPI_ISL_578047	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291470	Netherlands/ZH-EMC-620/2020	EPI_ISL_578048	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291471	Netherlands/ZH-EMC-621/2020	EPI_ISL_578049	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291472	Netherlands/ZH-EMC-622/2020	EPI_ISL_578050	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291473	Netherlands/ZH-EMC-623/2020	EPI_ISL_578051	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291474	Netherlands/ZH-EMC-624/2020	EPI_ISL_578052	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291475	Netherlands/ZH-EMC-625/2020	EPI_ISL_578053	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291476	Netherlands/ZH-EMC-626/2020	EPI_ISL_578054	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291477	Netherlands/ZH-EMC-627/2020	EPI_ISL_578055	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291478	Netherlands/ZH-EMC-628/2020	EPI_ISL_578056	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291479	Netherlands/ZH-EMC-629/2020	EPI_ISL_578057	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291480	Netherlands/ZH-EMC-630/2020	EPI_ISL_578058	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291481	Netherlands/ZH-EMC-631/2020	EPI_ISL_578059	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291482	Netherlands/ZH-EMC-632/2020	EPI_ISL_578060	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291483	Netherlands/ZH-EMC-633/2020	EPI_ISL_578061	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291484	Netherlands/ZH-EMC-634/2020	EPI_ISL_578062	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291485	Netherlands/ZH-EMC-635/2020	EPI_ISL_578063	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291486	Netherlands/ZH-EMC-636/2020	EPI_ISL_578064	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291487	Netherlands/ZH-EMC-637/2020	EPI_ISL_578065	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291488	Netherlands/ZH-EMC-638/2020	EPI_ISL_578066	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291489	Netherlands/ZH-EMC-639/2020	EPI_ISL_578067	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291490	Netherlands/ZH-EMC-640/2020	EPI_ISL_578068	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291491	Netherlands/ZH-EMC-641/2020	EPI_ISL_578069	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291492	Netherlands/ZH-EMC-642/2020	EPI_ISL_578070	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291493	Netherlands/ZH-EMC-643/2020	EPI_ISL_578071	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291495	Netherlands/ZH-EMC-645/2020	EPI_ISL_578073	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291496	Netherlands/ZH-EMC-646/2020	EPI_ISL_578074	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291497	Netherlands/ZH-EMC-647/2020	EPI_ISL_578075	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291498	Netherlands/ZH-EMC-648/2020	EPI_ISL_578076	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291499	Netherlands/ZH-EMC-649/2020	EPI_ISL_578077	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291500	Netherlands/ZH-EMC-650/2020	EPI_ISL_578078	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291501	Netherlands/ZH-EMC-651/2020	EPI_ISL_578079	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291502	Netherlands/ZH-EMC-652/2020	EPI_ISL_632494	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291503	Netherlands/ZH-EMC-653/2020	EPI_ISL_632363	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291504	Netherlands/ZH-EMC-655/2020	EPI_ISL_632495	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291505	Netherlands/ZH-EMC-656/2020	EPI_ISL_632413	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291506	Netherlands/ZH-EMC-659/2020	EPI_ISL_632421	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291507	Netherlands/ZH-EMC-660/2020	EPI_ISL_632323	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291508	Netherlands/ZH-EMC-661/2020	EPI_ISL_632378	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291509	Netherlands/ZH-EMC-662/2020	EPI_ISL_632503	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291510	Netherlands/ZH-EMC-663/2020	EPI_ISL_632504	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291511	Netherlands/ZH-EMC-664/2020	EPI_ISL_632505	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291512	Netherlands/ZH-EMC-665/2020	EPI_ISL_632506	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291513	Netherlands/ZH-EMC-666/2020	EPI_ISL_632367	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291514	Netherlands/ZH-EMC-667/2020	EPI_ISL_632507	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291515	Netherlands/ZH-EMC-668/2020	EPI_ISL_632508	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291516	Netherlands/ZH-EMC-669/2020	EPI_ISL_632509	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291517	Netherlands/ZH-EMC-670/2020	EPI_ISL_632512	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291518	Netherlands/ZH-EMC-671/2020	EPI_ISL_632513	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291519	Netherlands/ZH-EMC-672/2020	EPI_ISL_632368	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291520	Netherlands/ZH-EMC-673/2020	EPI_ISL_632514	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291521	Netherlands/ZH-EMC-674/2020	EPI_ISL_632515	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291522	Netherlands/ZH-EMC-675/2020	EPI_ISL_632375	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291523	Netherlands/ZH-EMC-676/2020	EPI_ISL_632516	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291524	Netherlands/ZH-EMC-677/2020	EPI_ISL_632517	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291525	Netherlands/ZH-EMC-678/2020	EPI_ISL_632518	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291526	Netherlands/ZH-EMC-679/2020	EPI_ISL_632519	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291527	Netherlands/ZH-EMC-680/2020	EPI_ISL_632414	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291528	Netherlands/ZH-EMC-681/2020	EPI_ISL_632530	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291529	Netherlands/ZH-EMC-682/2020	EPI_ISL_632345	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291530	Netherlands/ZH-EMC-683/2020	EPI_ISL_632539	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291531	Netherlands/ZH-EMC-684/2020	EPI_ISL_632333	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291532	Netherlands/ZH-EMC-685/2020	EPI_ISL_632540	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291533	Netherlands/ZH-EMC-686/2020	EPI_ISL_632541	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291534	Netherlands/ZH-EMC-687/2020	EPI_ISL_632321	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291535	Netherlands/ZH-EMC-688/2020	EPI_ISL_632542	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291536	Netherlands/ZH-EMC-689/2020	EPI_ISL_632543	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291537	Netherlands/ZH-EMC-690/2020	EPI_ISL_632544	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291538	Netherlands/ZH-EMC-691/2020	EPI_ISL_632545	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291539	Netherlands/ZH-EMC-692/2020	EPI_ISL_632546	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291540	Netherlands/ZH-EMC-693/2020	EPI_ISL_632399	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291541	Netherlands/ZH-EMC-695/2020	EPI_ISL_632547	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291542	Netherlands/ZH-EMC-696/2020	EPI_ISL_632548	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291543	Netherlands/ZH-EMC-697/2020	EPI_ISL_632419	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291544	Netherlands/ZH-EMC-698/2020	EPI_ISL_632347	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291545	Netherlands/ZH-EMC-699/2020	EPI_ISL_632549	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291546	Netherlands/ZH-EMC-700/2020	EPI_ISL_632400	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291547	Netherlands/ZH-EMC-701/2020	EPI_ISL_632426	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291548	Netherlands/ZH-EMC-702/2020	EPI_ISL_632550	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291549	Netherlands/ZH-EMC-703/2020	EPI_ISL_632551	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291550	Netherlands/ZH-EMC-704/2020	EPI_ISL_632552	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291551	Netherlands/ZH-EMC-705/2020	EPI_ISL_632553	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291552	Netherlands/ZH-EMC-706/2020	EPI_ISL_632554	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291553	Netherlands/ZH-EMC-707/2020	EPI_ISL_632555	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291554	Netherlands/ZH-EMC-708/2020	EPI_ISL_632556	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291555	Netherlands/ZH-EMC-709/2020	EPI_ISL_632389	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291556	Netherlands/ZH-EMC-710/2020	EPI_ISL_632557	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291557	Netherlands/ZH-EMC-711/2020	EPI_ISL_632558	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291558	Netherlands/ZH-EMC-712/2020	EPI_ISL_632559	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291559	Netherlands/ZH-EMC-713/2020	EPI_ISL_632560	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291560	Netherlands/ZH-EMC-714/2020	EPI_ISL_632561	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291561	Netherlands/ZH-EMC-715/2020	EPI_ISL_632562	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291562	Netherlands/ZH-EMC-716/2020	EPI_ISL_632563	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291563	Netherlands/ZH-EMC-717/2020	EPI_ISL_632564	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291564	Netherlands/ZH-EMC-718/2020	EPI_ISL_632565	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291565	Netherlands/ZH-EMC-719/2020	EPI_ISL_632566	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291566	Netherlands/ZH-EMC-720/2020	EPI_ISL_632567	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291567	Netherlands/ZH-EMC-721/2020	EPI_ISL_632568	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291568	Netherlands/ZH-EMC-722/2020	EPI_ISL_632569	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291569	Netherlands/ZH-EMC-723/2020	EPI_ISL_632570	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291570	Netherlands/ZH-EMC-724/2020	EPI_ISL_632571	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291571	Netherlands/ZH-EMC-725/2020	EPI_ISL_632410	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291572	Netherlands/ZH-EMC-726/2020	EPI_ISL_632572	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291573	Netherlands/ZH-EMC-727/2020	EPI_ISL_632337	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291574	Netherlands/ZH-EMC-728/2020	EPI_ISL_632369	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291575	Netherlands/ZH-EMC-729/2020	EPI_ISL_632418	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291576	Netherlands/ZH-EMC-730/2020	EPI_ISL_632573	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291577	Netherlands/ZH-EMC-731/2020	EPI_ISL_632574	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291578	Netherlands/ZH-EMC-732/2020	EPI_ISL_632575	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291579	Netherlands/ZH-EMC-733/2020	EPI_ISL_632576	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291580	Netherlands/ZH-EMC-734/2020	EPI_ISL_632577	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291581	Netherlands/ZH-EMC-735/2020	EPI_ISL_632388	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291582	Netherlands/ZH-EMC-736/2020	EPI_ISL_632578	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291583	Netherlands/ZH-EMC-737/2020	EPI_ISL_632579	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291584	Netherlands/ZH-EMC-738/2020	EPI_ISL_632580	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291585	Netherlands/ZH-EMC-739/2020	EPI_ISL_632581	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291586	Netherlands/ZH-EMC-740/2020	EPI_ISL_632582	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291587	Netherlands/ZH-EMC-741/2020	EPI_ISL_632377	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291588	Netherlands/ZH-EMC-742/2020	EPI_ISL_632583	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291589	Netherlands/ZH-EMC-743/2020	EPI_ISL_632584	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291590	Netherlands/ZH-EMC-744/2020	EPI_ISL_632585	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291591	Netherlands/ZH-EMC-745/2020	EPI_ISL_632586	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291592	Netherlands/ZH-EMC-746/2020	EPI_ISL_632587	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291593	Netherlands/ZH-EMC-747/2020	EPI_ISL_632588	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291594	Netherlands/ZH-EMC-748/2020	EPI_ISL_632589	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291595	Netherlands/ZH-EMC-749/2020	EPI_ISL_632590	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291596	Netherlands/ZH-EMC-750/2020	EPI_ISL_632591	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291597	Netherlands/ZH-EMC-751/2020	EPI_ISL_632592	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291598	Netherlands/ZH-EMC-752/2020	EPI_ISL_632593	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291599	Netherlands/ZH-EMC-753/2020	EPI_ISL_632594	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291600	Netherlands/ZH-EMC-754/2020	EPI_ISL_632595	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291601	Netherlands/ZH-EMC-756/2020	EPI_ISL_632381	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291602	Netherlands/ZH-EMC-757/2020	EPI_ISL_632356	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291603	Netherlands/ZH-EMC-758/2020	EPI_ISL_632355	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291604	Netherlands/ZH-EMC-759/2020	EPI_ISL_632596	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291605	Netherlands/ZH-EMC-760/2020	EPI_ISL_632597	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291606	Netherlands/ZH-EMC-761/2020	EPI_ISL_632598	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291607	Netherlands/ZH-EMC-762/2020	EPI_ISL_632599	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291608	Netherlands/ZH-EMC-763/2020	EPI_ISL_632600	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291609	Netherlands/ZH-EMC-764/2020	EPI_ISL_632601	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291610	Netherlands/ZH-EMC-765/2020	EPI_ISL_632602	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291611	Netherlands/ZH-EMC-766/2020	EPI_ISL_632370	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291612	Netherlands/ZH-EMC-767/2020	EPI_ISL_632603	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291613	Netherlands/ZH-EMC-768/2020	EPI_ISL_632604	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291614	Netherlands/ZH-EMC-769/2020	EPI_ISL_632605	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291615	Netherlands/ZH-EMC-770/2020	EPI_ISL_632606	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291616	Netherlands/ZH-EMC-771/2020	EPI_ISL_632607	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291617	Netherlands/ZH-EMC-773/2020	EPI_ISL_632610	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291618	Netherlands/ZH-EMC-774/2020	EPI_ISL_632611	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291619	Netherlands/ZH-EMC-775/2020	EPI_ISL_632612	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291620	Netherlands/ZH-EMC-776/2020	EPI_ISL_632613	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291621	Netherlands/ZH-EMC-777/2020	EPI_ISL_632614	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291622	Netherlands/ZH-EMC-778/2020	EPI_ISL_632615	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291623	Netherlands/ZH-EMC-779/2020	EPI_ISL_632616	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291624	Netherlands/ZH-EMC-780/2020	EPI_ISL_632617	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291625	Netherlands/ZH-EMC-781/2020	EPI_ISL_632618	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291626	Netherlands/ZH-EMC-782/2020	EPI_ISL_632619	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291627	Netherlands/ZH-EMC-783/2020	EPI_ISL_632620	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291628	Netherlands/ZH-EMC-784/2020	EPI_ISL_632621	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291629	Netherlands/ZH-EMC-785/2020	EPI_ISL_632622	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291630	Netherlands/ZH-EMC-786/2020	EPI_ISL_632371	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291631	Netherlands/ZH-EMC-787/2020	EPI_ISL_632656	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291632	Netherlands/ZH-EMC-788/2020	EPI_ISL_632657	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291633	Netherlands/ZH-EMC-789/2020	EPI_ISL_632670	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291634	Netherlands/ZH-EMC-790/2020	EPI_ISL_632671	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291635	Netherlands/ZH-EMC-791/2020	EPI_ISL_632672	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291636	Netherlands/ZH-EMC-792/2020	EPI_ISL_632673	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291637	Netherlands/ZH-EMC-793/2020	EPI_ISL_632674	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291638	Netherlands/ZH-EMC-794/2020	EPI_ISL_632675	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291639	Netherlands/ZH-EMC-795/2020	EPI_ISL_632441	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291640	Netherlands/ZH-EMC-796/2020	EPI_ISL_632442	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291641	Netherlands/ZH-EMC-797/2020	EPI_ISL_632676	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291642	Netherlands/ZH-EMC-798/2020	EPI_ISL_632677	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291643	Netherlands/ZH-EMC-799/2020	EPI_ISL_632678	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291644	Netherlands/ZH-EMC-800/2020	EPI_ISL_632679	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291645	Netherlands/ZH-EMC-801/2020	EPI_ISL_632680	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291646	Netherlands/ZH-EMC-802/2020	EPI_ISL_632681	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291647	Netherlands/ZH-EMC-803/2020	EPI_ISL_632682	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291648	Netherlands/ZH-EMC-804/2020	EPI_ISL_632683	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291649	Netherlands/ZH-EMC-805/2020	EPI_ISL_632684	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291650	Netherlands/ZH-EMC-806/2020	EPI_ISL_632685	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291651	Netherlands/ZH-EMC-807/2020	EPI_ISL_632686	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291652	Netherlands/ZH-EMC-808/2020	EPI_ISL_632687	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291653	Netherlands/ZH-EMC-809/2020	EPI_ISL_632688	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291654	Netherlands/ZH-EMC-810/2020	EPI_ISL_632443	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291655	Netherlands/ZH-EMC-811/2020	EPI_ISL_632444	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291656	Netherlands/ZH-EMC-812/2020	EPI_ISL_632689	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291657	Netherlands/ZH-EMC-813/2020	EPI_ISL_632690	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291658	Netherlands/ZH-EMC-814/2020	EPI_ISL_632691	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291659	Netherlands/ZH-EMC-815/2020	EPI_ISL_632692	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291660	Netherlands/ZH-EMC-816/2020	EPI_ISL_632383	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291661	Netherlands/ZH-EMC-817/2020	EPI_ISL_632693	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291662	Netherlands/ZH-EMC-818/2020	EPI_ISL_632694	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
